bedrooms,bathrooms,sqft_living,sqft_lot,sqft_living15,sqft_lot15,condition,grade,view,waterfront,price_log
2,2.0,1300,2500,1160,5000,4,7,0,0,13.124363376072994
2,1.0,840,6720,1250,6720,3,7,0,0,12.779875885354993
3,2.5,1970,6295,2710,6009,3,7,0,0,13.180634172318978
2,1.0,810,8424,820,8424,4,6,0,0,12.04355959836804
4,2.5,2810,4922,2920,4922,3,9,0,0,13.461690107508359
3,2.5,2300,8938,2570,9694,3,9,0,0,12.886643575525625
2,1.75,1480,4000,1060,4000,4,6,0,0,12.921472880009725
4,2.5,2190,6578,2190,5416,3,7,0,0,12.983103608918753
4,2.0,2600,9000,2600,7200,3,8,0,0,12.429220196836383
4,2.5,2350,3800,2670,4180,3,8,0,0,13.060479463011728
3,2.5,2340,6837,1850,6209,3,7,0,0,12.660331092405906
4,1.0,1620,6000,1310,6000,5,7,0,0,12.69771850797869
4,2.5,2150,12028,1800,11777,4,8,0,0,13.367661298303675
3,2.5,2190,8528,2060,9811,3,8,0,0,13.461690107508359
4,3.0,3720,5000,2610,5000,5,9,0,0,14.182872887797034
3,2.5,2580,8154,1660,8155,3,10,0,0,13.457407451830088
3,2.25,1420,7297,1730,7419,3,7,0,0,12.502470376049185
4,4.25,4390,13833,3850,11652,3,10,3,0,13.864301674514206
4,2.25,2070,8720,2180,8510,5,8,0,0,13.377007146164305
3,2.75,1940,3088,1410,2335,3,8,3,0,12.961234070169438
4,2.0,2070,10800,1880,10800,3,7,0,0,12.899222326086994
4,1.0,1520,9800,1540,7700,4,7,0,0,12.871337193291367
3,1.75,1540,9450,1200,5400,4,6,0,0,12.979649382005148
4,1.5,1820,17918,1890,15241,4,8,0,0,12.971310228604022
3,3.25,4160,35153,3290,11533,3,12,2,0,14.345550989235415
3,1.0,1050,6300,740,6300,3,6,0,0,12.301387370778713
5,2.5,2220,9360,1780,7704,4,7,0,0,12.608202196848836
3,1.75,2650,5512,1440,5100,3,9,0,0,13.864301674514206
4,1.0,1310,8640,1310,8640,3,6,0,0,11.946012225174645
2,1.0,800,1200,806,1200,3,7,0,0,12.504327379899443
3,1.75,2320,6400,2540,7680,4,8,2,0,13.565767608549109
1,0.75,520,12981,1340,12233,5,3,0,0,12.476103599529843
5,3.25,3160,5000,3160,5746,3,10,2,0,13.771559715366624
2,1.0,1280,9690,1630,15884,4,6,0,0,12.73670383776449
3,3.5,1240,1666,1110,1027,3,7,0,0,12.904209855160254
3,2.25,2590,9263,2580,9450,5,8,0,0,13.161586013632684
4,2.25,2530,8736,1720,8500,4,7,0,0,13.334245354561496
4,3.25,2050,5000,1720,5000,4,8,0,0,13.527829818844937
2,2.5,1470,690,1480,1284,3,8,3,0,13.384729180332174
3,1.75,1970,10270,1970,8400,4,8,0,0,12.498745990829315
3,1.5,1740,21980,1400,16100,4,7,0,0,12.733758336210744
4,2.0,1710,5440,1620,6696,5,8,0,0,12.54254845357358
3,2.0,2010,16736,1890,11477,4,6,0,0,12.847929163278053
3,2.25,1610,6655,1780,7529,4,7,0,0,12.788291058675025
5,4.25,3350,3600,1810,3600,3,10,0,0,14.173185701536545
4,1.0,1630,8400,1190,8989,3,6,0,0,12.254629449139815
3,1.75,1340,8000,1690,8000,3,7,0,0,12.468440756144114
3,2.5,2300,18540,2460,18540,3,8,0,0,13.269059483669357
3,1.75,1940,10245,2720,11448,3,7,0,0,13.384729180332174
5,2.75,2920,6327,2520,5026,3,8,0,0,13.24014819083691
3,1.75,1200,4500,1340,4500,5,7,0,0,12.971542813248437
4,2.0,1190,7877,1480,9975,5,7,0,0,12.703816069256568
3,2.25,2160,37000,2540,37000,4,7,0,0,13.217675375388819
4,2.0,2850,4497,2450,6000,3,7,1,0,13.384729180332174
3,2.25,2070,2833,1940,3794,3,8,2,0,13.42246945133505
2,1.0,1170,6000,2130,6002,4,7,0,0,13.02805489573287
6,3.0,2480,9720,2480,9200,3,8,0,0,13.407543823396258
5,2.5,1660,4000,1210,4000,5,8,0,0,13.567050480716235
4,2.5,1900,9240,2040,8052,3,7,0,0,13.017005083966255
5,2.0,2440,3080,1640,3077,4,8,0,0,13.820499094499693
2,1.75,1210,131115,2020,185565,5,7,0,0,13.1421679654829
4,2.25,2200,6967,1970,7439,3,8,0,0,13.151924121391561
3,1.75,1570,7775,1580,8622,3,7,0,0,12.479913113434042
3,2.25,1860,1386,1680,3080,3,9,0,0,13.592305754774207
3,2.0,1460,6377,1600,6250,3,7,0,0,12.560247968016562
4,2.0,1870,6000,1520,7169,3,7,0,0,13.014780393893403
4,2.0,2200,13320,1330,6099,3,6,0,0,12.230770136157428
3,1.0,1310,18135,2150,18135,3,7,0,0,13.223115088821102
3,2.5,3160,12824,3390,11985,4,9,2,0,14.285514812209815
4,2.25,1840,7575,1820,7500,4,7,0,0,13.000198003314573
4,4.5,4750,13912,3600,22124,3,10,2,0,14.08515670657986
3,2.0,1510,43560,2060,67756,3,7,0,0,13.017005083966255
3,1.75,1410,15120,1880,15120,4,7,0,0,13.541075028051122
4,3.0,3150,9318,3150,9318,3,9,0,0,13.465954500233115
3,1.75,1870,9897,1900,10005,4,8,0,0,13.606024566142413
3,2.5,1790,3754,1800,3393,3,8,0,0,12.933623668263472
2,2.25,1360,1336,1280,1295,3,8,0,0,13.081439294339882
3,3.25,2610,16387,2590,12958,3,9,4,1,14.508658238524095
3,2.5,2260,93218,2180,111078,4,6,2,0,12.813119851828635
4,3.0,2440,9600,2290,9600,5,7,0,0,13.286183160425152
4,1.0,1280,10521,1540,9384,3,7,0,0,12.201065128819632
3,1.5,2240,3750,1570,3400,3,7,0,0,13.317931805683793
3,2.25,1780,8050,1780,7200,4,7,0,0,13.112315061750808
4,3.0,2253,7700,1786,9052,3,7,0,0,12.861001210669146
3,2.5,1660,4083,1800,4087,3,7,0,0,12.556733038263905
3,2.5,2320,36847,2550,35065,3,9,2,0,12.988834270491479
3,2.5,1430,1056,1310,2135,3,8,0,0,13.002680788738946
3,2.75,2460,3600,2570,3600,3,9,0,0,13.579789490265188
3,2.25,2260,33080,3020,35291,5,9,0,0,13.564483088506746
4,3.5,3440,3800,1760,3800,3,9,0,0,14.06627005452127
3,1.75,1300,7030,1450,7650,3,7,0,0,12.861001210669146
6,2.25,2450,25600,1850,10230,3,7,2,0,13.403777346275337
3,2.5,2260,33042,2600,40115,3,9,0,0,13.321215875492413
3,2.5,1440,3840,1600,3131,3,7,0,0,13.073175234051686
3,1.5,1640,8301,1640,8955,3,7,0,0,12.807655372286902
3,2.5,1730,7442,1630,6458,3,7,0,0,12.409017571151187
6,3.0,3870,43787,2600,35381,3,8,0,0,13.279368835614243
4,2.5,2440,7797,2090,8100,3,8,0,0,12.538253544662647
4,3.0,1900,7194,1690,7194,4,7,0,0,12.560247968016562
3,2.5,1680,4584,2160,4621,3,7,0,0,12.676079399771027
2,2.5,1830,2856,1850,2667,3,7,0,0,13.1710602038846
4,2.5,3300,28433,3550,26386,3,9,0,0,13.493928313146206
3,2.75,3010,12432,2500,12432,4,8,0,0,13.521140839642674
5,1.5,1830,9000,2610,11175,3,7,2,0,13.049794835104816
3,2.5,1780,2778,1380,1998,3,8,0,0,13.001327306361068
3,1.0,1520,8600,1320,8600,3,6,0,0,12.25486757159303
4,2.5,2490,5812,2690,6012,3,8,0,0,12.74898106804298
3,2.25,1560,35026,1660,35160,3,7,0,0,12.611207699176356
3,1.75,2110,56192,2570,46609,3,7,0,0,13.329379172803593
3,2.25,1760,8287,1290,9587,3,7,0,0,12.506180941677357
3,1.75,1410,15134,1770,15337,3,7,0,0,12.660331092405906
3,2.5,2120,196995,1304,92423,3,9,1,0,13.377007146164305
3,3.25,2030,11070,2450,11070,4,8,0,0,13.437175577097312
4,2.5,3170,32430,3360,35610,3,10,0,0,13.721200977393528
3,1.0,1130,11250,1410,11250,3,7,0,0,12.777055016970678
3,2.5,3110,9015,2650,8960,3,9,0,0,13.091906231773164
3,2.25,1940,8312,2060,9503,4,7,1,0,13.017005083966255
3,2.5,2390,6550,2010,6550,4,8,2,0,13.527829818844937
2,1.0,1450,3090,1450,4635,3,7,0,0,13.120363378739663
2,1.0,960,4000,1210,4000,3,6,0,0,12.577639650232573
3,1.75,1480,2200,1360,2190,3,7,0,0,12.936036208848487
2,1.5,830,1325,1310,1485,3,7,0,0,12.510302052557462
2,1.5,2440,6900,1770,6900,3,7,0,0,13.4040791870536
3,2.75,2100,10362,2240,11842,3,9,0,0,13.171155446333852
4,1.5,1550,5053,1450,5639,4,7,0,0,12.978495316450783
3,1.0,960,5750,1520,5750,3,7,0,0,13.102162710901053
3,2.0,2610,12180,1520,12180,3,7,0,0,12.644330802262578
3,2.25,1880,6565,2060,7280,4,8,0,0,13.225823889197443
5,2.5,2550,6405,2190,5900,3,7,0,0,13.049794835104816
4,2.75,3000,5470,2420,4891,3,8,0,0,12.779875885354993
2,1.0,860,5800,900,6000,5,5,0,0,12.31448300568063
5,2.75,2930,10148,2930,8425,3,9,0,0,12.456835254920371
2,2.25,1330,1380,1580,4802,3,8,0,0,13.079457964073546
3,1.75,1700,5750,1700,5750,5,7,2,0,13.208542908506082
4,3.0,4500,21780,3540,20473,3,9,2,0,13.676249640055394
4,3.0,3080,10757,2810,10757,5,8,3,0,13.864301674514206
4,2.75,2410,5650,1960,5650,5,8,0,0,13.521140839642674
3,2.5,2050,6420,2370,7620,3,8,3,0,13.415034483903348
5,2.25,2570,13054,2570,19807,3,8,1,0,13.159661088928443
4,3.5,4610,12500,2340,11538,3,11,2,0,14.315073596247487
3,2.5,2620,28703,2950,30290,3,10,0,0,13.493928313146206
4,2.5,2520,11240,2360,10345,3,8,0,0,13.235693848424024
3,2.5,2350,9648,2320,10512,4,9,0,0,13.374528110740073
3,1.5,1510,16800,1560,7276,5,8,0,0,12.936036208848487
3,2.5,1740,22089,2000,24925,4,8,0,0,13.005831808336863
2,1.0,720,5880,1440,7200,3,6,0,0,12.12541016250223
4,2.75,2450,15002,2650,15055,5,9,0,0,13.180634172318978
5,2.5,2200,4080,1300,4080,5,7,0,0,13.212205909556012
3,1.75,2140,5808,1930,5808,3,7,1,0,13.3374763699232
3,1.5,1140,20383,1200,15625,3,7,0,0,12.675766851909591
5,3.25,3370,7947,2040,7900,3,10,0,0,13.878486296092358
2,2.0,2180,21392,2890,22000,3,8,0,0,13.527829818844937
5,1.0,1680,9383,1680,9458,3,7,0,0,12.520887034998584
4,2.5,2220,5900,1620,5900,3,8,0,0,13.388721195472392
3,0.75,1030,12700,1140,6955,4,5,0,0,12.345621521730086
2,1.0,1290,6272,1260,5376,4,6,0,0,13.106236027992704
4,1.75,1850,65340,1750,40946,4,7,0,0,12.230770136157428
5,3.75,3090,7415,2790,7425,3,8,0,0,13.200251766198448
5,1.75,1890,5000,1610,5000,3,7,0,0,13.168217807950237
3,2.75,3370,13929,2150,14048,3,9,0,0,12.959846800844963
3,1.75,1170,8239,1180,7866,3,7,0,0,12.230770136157428
3,1.75,2190,3800,2190,3880,4,8,2,0,13.803438988875241
3,2.25,1430,800,1430,1387,3,8,0,0,12.85840043573314
3,2.5,2134,1984,2170,1984,3,8,0,0,13.322853874813605
3,1.75,1720,5956,1620,9324,3,8,0,0,13.26212705890841
4,1.75,2230,9625,2300,8211,3,8,4,0,12.936036208848487
4,1.75,2460,7560,2760,8918,4,8,0,0,13.361381852676738
3,2.5,2610,7256,2610,7206,3,9,0,0,13.534408125462772
4,2.25,2170,7007,2040,7700,3,8,0,0,13.239258908233676
3,2.5,2200,9696,2200,9915,3,8,0,0,12.807655372286902
4,3.75,2452,4800,1180,4800,3,7,0,0,12.971542813248437
3,1.75,2060,5721,2060,8124,3,9,2,0,13.522884283062304
6,4.5,3300,7480,2470,7561,3,8,0,0,13.1421679654829
4,2.25,2640,3000,1910,3000,3,7,0,0,14.250535115562965
3,2.5,1530,762,1610,1482,3,8,0,0,13.017005083966255
3,1.0,1990,7173,1320,7245,3,7,0,0,12.644330802262578
3,1.0,1040,9600,1370,10889,3,7,0,0,12.899097318586382
3,2.25,2550,9674,2240,9674,3,7,0,0,12.779875885354993
3,1.5,1490,12186,1180,14285,4,7,0,0,12.818251064761226
3,1.5,1810,5080,1780,7620,3,7,0,0,13.330191849300695
3,2.0,1650,6408,1750,6402,4,8,0,0,12.994532278619134
3,1.0,1130,9147,1930,9906,5,7,0,0,12.962196972666593
5,2.75,2880,4425,2940,6581,3,8,0,0,13.504902345124338
2,1.75,2050,11900,2980,11900,4,8,0,0,13.910821646859095
5,4.0,5610,22529,3860,24751,3,11,0,0,13.81049902116535
4,2.0,1590,6750,2370,4500,3,7,0,0,13.415780473127068
3,2.25,1980,8755,2030,8671,4,7,0,0,12.6410997921206
2,1.75,2770,19700,2360,9700,3,8,0,0,13.26212705890841
4,2.5,2300,3825,2110,3825,3,7,0,0,12.676079399771027
3,1.5,1630,11662,1700,11662,3,7,0,0,12.13270055639427
3,1.0,1090,10000,1040,7500,3,6,0,0,12.388398368982115
3,2.5,2740,9168,2690,10554,3,9,0,0,12.921472880009725
4,3.5,3440,6000,1660,7800,4,8,0,0,13.02805489573287
3,2.0,1990,3990,1710,4000,5,7,0,0,13.541732705605012
4,1.75,2250,292288,1550,23798,4,7,0,0,12.926350926565435
2,1.0,670,4500,1210,4500,3,5,0,0,11.967187086434018
3,2.25,1490,4522,1580,4667,3,7,0,0,12.808340067459985
4,1.75,1570,8268,1870,8190,3,7,0,0,13.021439671201302
4,4.5,4240,13162,3010,12163,3,10,0,0,14.598375491638619
3,2.5,2570,9487,2490,9898,3,9,3,0,13.312985389904174
3,1.0,1230,4600,1230,4600,3,7,0,0,13.165424782571753
5,1.75,2740,9600,1990,4800,4,7,0,0,13.060490101343552
3,2.0,2270,28025,1770,14833,4,7,0,0,12.738173341424954
3,2.5,1300,1187,1320,1194,3,8,0,0,13.133305295680074
4,1.0,1920,13787,1490,11200,4,7,0,0,12.04355959836804
2,1.0,730,2400,1220,4382,3,4,1,0,12.28765724080691
3,2.0,1390,5127,1960,5019,3,8,0,0,12.604684322437324
3,2.5,1800,2791,1580,2617,3,8,0,0,12.847665971443902
3,2.5,1880,5502,2040,5411,3,8,0,0,13.091906231773164
3,1.75,1330,12092,1770,11770,4,6,0,0,12.736556768559339
5,2.5,3840,16905,3270,12133,3,11,0,0,13.228525371792253
4,2.25,2460,44431,2830,44431,4,9,0,0,13.710151153416941
4,1.75,2560,15000,2210,15150,3,7,0,0,13.157732451741687
5,2.5,3220,4759,2550,4759,3,8,0,0,13.369225017834633
2,1.0,1670,14695,1800,11355,5,7,0,0,13.112315061750808
4,2.5,2940,35996,2890,35089,3,9,0,0,13.180634172318978
4,2.5,2700,4590,2080,3570,3,8,0,0,13.830400155679214
4,1.0,1860,8505,1560,8505,4,7,0,0,12.487488878546145
4,2.5,3172,5033,2704,5232,3,8,0,0,12.977339917490127
3,1.5,1020,11410,1290,8400,3,7,0,0,12.449022745701502
3,1.75,1410,2052,1410,1988,3,8,0,0,12.541833915188546
3,1.0,960,10815,1330,10815,5,5,0,0,12.206072645530174
4,2.5,2280,4602,2280,4193,3,8,0,0,13.244582780038517
4,1.5,1460,8760,1610,9375,3,7,0,0,12.611541086966115
4,2.25,2070,7500,2080,7700,4,7,0,0,13.049794835104816
4,2.25,2350,10072,2210,9687,3,8,0,0,13.112315061750808
2,1.0,990,10556,1350,7295,3,7,0,0,12.429220196836383
5,2.25,2960,7680,2860,7680,5,8,2,0,13.864301674514206
3,1.0,1250,7654,1310,7350,3,7,0,0,12.524530013005734
2,1.0,1640,14100,1520,13527,4,7,0,0,13.122365377402328
3,1.0,940,8571,1100,8573,3,6,0,0,12.384223015005313
5,2.75,2980,13482,2900,14800,4,8,0,0,12.765691290604371
3,2.0,1760,5000,1380,5000,5,7,0,0,13.351888125506433
4,1.75,2160,8000,2350,8200,4,9,0,0,12.779875885354993
2,1.0,910,3750,1160,4000,3,7,0,0,12.936036208848487
3,1.75,1900,3783,1530,5098,5,7,0,0,13.329379172803593
3,1.0,1300,8160,1290,8970,4,7,0,0,12.37581963951765
3,1.75,1390,7700,1260,7700,5,7,0,0,12.154784614286667
5,2.25,3410,35536,3140,43453,3,10,0,0,13.610944619216111
5,3.0,3640,6930,3740,7182,3,8,0,0,13.22672519452875
3,1.0,1150,9048,1550,8207,2,7,0,0,12.628070334272698
4,3.0,3990,7838,3370,6814,3,9,0,0,13.60479076121576
5,2.75,3650,20150,3220,19800,4,10,0,0,14.269766465162304
4,2.0,2260,8457,2410,7713,3,9,0,0,13.361381852676738
4,3.25,3620,5131,2550,5174,4,11,3,0,14.23750562376114
3,1.75,1490,9120,1340,8040,5,7,0,0,12.644330802262578
3,2.5,1540,7120,1000,6638,3,7,0,0,13.091906231773164
4,2.5,3170,8523,3230,8523,3,9,0,0,13.617060838751888
4,2.0,1530,6375,1500,8712,3,7,0,0,12.35017731849889
3,1.75,1540,3000,1420,4200,3,7,2,0,13.146142402068602
3,2.75,2210,7660,2110,8750,4,7,1,0,13.47302165746721
3,1.0,1260,9600,1530,9790,3,7,0,0,12.676079399771027
2,2.75,1760,4139,1870,3076,3,8,0,0,12.948012371209098
5,2.5,2720,5000,1210,5000,4,7,0,0,13.270785106659046
4,2.5,3520,7815,2790,6644,3,10,3,0,14.151983508870947
3,2.25,2480,8755,2280,9940,3,8,0,0,12.691583538230217
2,1.75,1890,9466,2180,12825,3,8,0,0,13.878486296092358
6,2.25,2820,15600,2520,7797,5,7,2,0,13.20523469616749
3,2.0,1360,8752,2530,7680,4,6,2,0,13.545014620881725
3,1.75,1230,9600,1330,8250,4,7,0,0,12.388190014812611
3,1.5,1710,17707,2590,9508,4,7,0,0,13.444448325847754
2,1.75,1310,10200,1500,7200,4,6,0,0,12.632976296995821
3,1.5,2160,9000,3010,9000,4,8,2,0,13.384729180332174
5,3.5,2420,4670,1430,4468,3,7,0,0,12.847929163278053
3,3.0,1590,7750,1680,7500,3,7,0,0,12.524530013005734
4,1.0,1750,9600,1750,10530,4,7,0,0,12.948012371209098
2,1.0,1190,6200,1470,7800,3,7,0,0,12.59794917906231
4,3.0,2040,5050,2020,6118,3,8,0,0,12.577467222169135
3,1.5,1370,7439,2350,3370,4,6,0,0,12.380030154325457
4,2.75,3410,7750,3080,8525,5,8,4,0,13.910821646859095
2,1.0,1890,4700,2150,4700,4,7,0,0,13.334245354561496
4,2.5,2330,7936,2460,8137,3,9,0,0,13.244582780038517
3,1.75,1580,20588,2080,7800,3,8,0,0,13.345508528717259
4,2.25,2300,7524,2270,8025,4,8,0,0,12.483139828858848
3,1.5,1510,344124,1750,169884,4,7,2,0,12.69771850797869
4,2.25,2120,3794,1420,3840,4,7,0,0,13.48724118567151
4,2.5,1788,10183,1700,6600,4,7,0,0,12.59269806257022
4,3.0,2400,7680,2670,6342,3,7,0,0,13.317931805683793
3,1.75,1550,10050,1720,10050,5,7,0,0,13.19375523568666
5,4.25,4650,108464,2810,155509,3,10,0,0,13.800397935382136
2,1.0,840,6654,1350,5831,3,7,0,0,11.775297421715827
6,4.0,3180,6551,3230,7602,3,9,0,0,13.664630689862268
3,1.5,2060,44866,2320,43995,3,8,0,0,13.017005083966255
2,2.0,1070,649,1070,928,3,9,0,0,12.468248430698097
5,2.5,2200,6250,1850,6091,3,7,0,0,12.467959873156758
3,2.0,1560,7000,1560,7200,4,7,0,0,12.330504638906516
5,3.0,2150,6117,1990,6064,3,7,0,0,12.948012371209098
4,2.75,2470,5500,1620,5500,3,9,3,0,14.001990954782066
2,1.0,1120,5650,2160,6480,3,6,1,0,12.409017571151187
3,1.75,2610,5544,1330,5074,3,8,0,0,13.527829818844937
4,2.5,3030,8335,2850,8678,3,10,0,0,13.51440681653079
4,2.5,2720,4738,2590,5740,3,8,0,0,13.208542908506082
4,1.75,1850,7730,2260,8581,5,7,0,0,12.506180941677357
2,1.0,800,4046,1400,4046,3,7,0,0,12.95394709264047
3,2.5,2560,9182,2800,8784,3,9,0,0,13.527829818844937
3,2.75,1120,881,1120,1087,3,8,0,0,12.487488878546145
2,1.5,1330,15873,1610,12043,3,7,0,0,12.994532278619134
3,2.25,2220,10530,2500,10014,4,8,0,0,13.513054553109397
3,1.0,1290,4000,1160,5040,3,7,0,0,12.905452860309719
2,2.25,1060,1209,1300,1169,3,8,0,0,13.132315688453556
3,1.0,1740,9163,1490,6509,3,7,0,0,13.26212705890841
4,4.0,3770,9750,2260,9878,4,9,0,0,13.67854584967945
3,1.75,1430,16200,1690,13125,4,7,0,0,12.965711906537503
3,1.75,2000,7111,1830,9000,4,7,0,0,12.964541634128395
4,2.75,1540,4840,1180,4840,4,7,2,0,13.017005083966255
3,2.5,1450,5008,2120,5019,3,7,0,0,12.706850963741102
4,3.5,2770,8763,2030,7242,3,8,0,0,12.791080452981857
3,1.75,1290,3870,2020,5850,5,7,0,0,13.380875616956182
5,3.5,2950,2932,1580,2047,3,8,0,0,13.335862167174314
3,1.75,2080,5969,2090,5500,3,7,2,0,12.706699437569211
3,3.5,2380,6250,2540,4010,3,8,3,0,13.112315061750808
4,2.75,4110,8400,2820,8400,3,9,1,0,13.99699926803766
3,2.5,1590,9736,1580,7500,3,7,0,0,12.560247968016562
3,2.25,1720,9600,1720,9600,4,7,0,0,13.217675375388819
4,2.25,1770,7778,1770,7591,3,7,0,0,12.765691290604371
3,1.75,1000,14061,1260,12635,4,7,0,0,12.926321729129942
4,1.0,1170,4590,1430,4080,4,7,0,0,13.242811303528269
3,2.75,1910,15508,2450,7989,3,8,0,0,12.611541086966115
4,2.0,2270,5760,1420,5760,4,8,0,0,13.493859345345864
2,1.0,860,5000,1130,6000,3,7,0,0,12.206017644017619
4,2.5,2320,5375,2060,5395,3,7,0,0,13.019224835777257
3,2.5,2030,6500,2030,8485,3,8,0,0,13.334374795812337
3,2.5,2530,8669,2530,9469,3,9,0,0,12.609037965102189
2,1.0,770,9715,1140,9715,4,6,0,0,12.28765724080691
3,2.0,2168,4000,1770,4000,3,8,0,0,13.26212705890841
4,2.75,2110,13260,1980,11016,4,7,0,0,12.676079399771027
4,2.5,2620,4050,2030,3944,3,8,0,0,12.899129822039876
4,1.75,2130,11097,1850,11097,3,7,0,0,12.584512505902088
2,1.5,1380,209959,3130,19868,1,6,0,0,12.506180941677357
3,1.5,1660,7221,1770,8083,3,7,0,0,12.323860125621126
3,1.0,1000,5100,1000,5100,3,7,0,0,12.959846800844963
3,3.5,1900,1612,1780,1525,3,8,0,0,12.975025107000038
3,1.5,1140,7500,1380,7500,3,7,0,0,12.782688818818986
3,1.75,2340,4206,1360,4725,5,7,0,0,13.369225017834633
2,2.25,1230,989,1230,1223,3,8,0,0,12.782688818818986
4,2.0,1950,3757,1720,3757,4,6,0,0,12.821260987319457
3,2.25,1860,4000,1180,4000,5,7,0,0,13.256896018612155
3,1.75,1320,17390,1550,19265,4,7,0,0,12.201065128819632
4,3.0,2390,4000,1670,4000,5,8,0,0,13.647093089770562
2,2.0,1600,64468,1950,64468,3,7,0,0,13.81049902116535
2,1.0,1120,6380,1230,6380,3,7,0,0,12.989976472461
4,2.5,2460,7930,1850,9000,3,8,0,0,13.500801182986649
3,1.0,910,8700,1090,8700,4,6,0,0,12.013706813470414
3,1.5,1050,5525,1100,5200,5,6,0,0,12.180759965737863
4,1.5,1620,7875,1890,8400,3,7,0,0,12.959846800844963
2,1.0,1180,7200,1180,7200,4,6,0,0,12.724869415131389
4,2.75,1920,4627,1910,7210,3,8,0,0,12.77422616877261
4,2.75,2020,7070,1390,6000,5,7,0,0,13.148033073468746
3,2.5,2480,7480,2480,7480,3,9,0,0,13.180634172318978
1,1.0,1020,7920,1000,7168,3,7,0,0,12.502470376049185
1,2.25,2140,10350,1980,8400,3,7,0,0,13.034626646500051
4,2.25,2480,9780,2640,9780,4,8,0,0,13.481436842589853
4,2.5,2940,10382,2980,10547,4,9,0,0,13.530492932718326
2,1.75,1510,4980,1350,4157,3,8,0,0,12.945628585536271
3,2.0,1550,8300,1860,8000,4,8,0,0,12.611541086966115
